Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2016/17

;;Samtliga elever;Samtliga elever;Samtliga elever;Samtliga elever;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Salem;Enskild;27;88,9;~100;232,0;10;37,0;100,0;100,0;239,0;17;63,0;82,4;~100;227,9;
Sandviken;Samtliga;441;60,1;73,5;197,4;202;45,8;70,3;80,2;218,8;239;54,2;51,5;67,8;179,2;
Sandviken;Kommunal;403;57,6;71,7;193,4;188;46,7;68,1;78,7;214,8;215;53,3;48,4;65,6;174,4;
Sandviken;Enskild;38;86,8;~100;239,1;14;36,8;100,0;100,0;271,4;24;63,2;79,2;~100;220,3;
Sigtuna;Samtliga;553;75,5;80,7;217,4;277;50,1;79,8;86,0;239,0;276;49,9;71,1;75,4;195,7;
Sigtuna;Kommunal;377;69,2;75,3;203,6;193;51,2;75,6;82,9;230,3;184;48,8;62,5;67,4;175,5;
Sigtuna;Enskild;176;92,7;95,6;255,5;84;47,7;92,3;~100;264,5;92;52,3;93,1;~100;247,3;
Simrishamn;Samtliga;215;69,8;77,2;214,7;96;44,7;78,1;80,2;234,9;119;55,3;63,0;74,8;198,4;
Simrishamn;Kommunal;161;68,9;75,8;208,9;69;42,9;76,8;78,3;230,3;92;57,1;63,0;73,9;192,9;
Simrishamn;Enskild;54;72,2;81,5;232,0;27;50,0;81,5;~100;246,7;27;50,0;63,0;77,8;217,3;
Sjöbo;Samtliga;178;71,9;78,1;215,8;73;41,0;84,9;86,3;242,1;105;59,0;62,9;72,4;197,5;
Sjöbo;Kommunal;172;74,4;78,5;218,7;73;42,4;84,9;86,3;242,1;99;57,6;66,7;72,7;201,4;
Sjöbo;Enskild;..;.;..;..;..;..;.;.;.;..;..;.;..;..;
Skara;Samtliga;231;68,0;79,7;205,2;121;52,4;76,0;84,3;222,6;110;47,6;59,1;74,5;186,2;
Skara;Kommunal;196;64,8;78,1;202,1;98;50,0;74,5;84,7;219,8;98;50,0;55,1;71,4;184,4;
Skara;Enskild;35;85,7;~100;223,2;23;65,7;82,6;~100;235,0;12;34,3;91,7;100,0;201,5;
Skellefteå;Samtliga;789;77,1;86,8;218,0;389;49,3;80,7;88,7;232,2;400;50,7;73,5;85,0;204,3;
Skellefteå;Kommunal;765;77,1;87,1;218,7;376;49,2;81,6;89,6;234,3;389;50,8;72,8;84,6;203,7;
Skellefteå;Enskild;24;75,0;79,2;196,5;13;54,2;..;..;171,5;11;45,8;100,0;100,0;225,9;
Skinnskatteberg;Samtliga;42;40,5;66,7;175,8;22;52,4;45,5;~100;195,5;20;47,6;..;50,0;152,9;
Skinnskatteberg;Kommunal;42;40,5;66,7;175,8;22;52,4;45,5;~100;195,5;20;47,6;..;50,0;152,9;
Skurup;Samtliga;173;79,2;87,9;223,2;88;50,9;83,0;89,8;238,9;85;49,1;75,3;85,9;207,1;
Skurup;Kommunal;173;79,2;87,9;223,2;88;50,9;83,0;89,8;238,9;85;49,1;75,3;85,9;207,1;
Skövde;Samtliga;565;73,8;83,2;213,9;256;45,3;80,1;88,3;229,3;309;54,7;68,6;79,0;200,7;
Skövde;Kommunal;564;73,9;83,3;214,0;256;45,4;80,1;88,3;229,3;308;54,6;68,8;79,2;200,9;
Skövde;Enskild;..;.;.;..;..;..;.;.;.;..;..;.;.;..;
Smedjebacken;Samtliga;86;61,6;74,4;199,9;34;39,5;70,6;~100;231,5;52;60,5;55,8;63,5;178,0;
Smedjebacken;Kommunal;86;61,6;74,4;199,9;34;39,5;70,6;~100;231,5;52;60,5;55,8;63,5;178,0;
Sollefteå;Samtliga;240;65,4;74,6;196,9;98;40,8;70,4;79,6;209,3;142;59,2;62,0;71,1;188,1;
Sollefteå;Kommunal;240;65,4;74,6;196,9;98;40,8;70,4;79,6;209,3;142;59,2;62,0;71,1;188,1;
Sollentuna;Samtliga;923;85,5;90,9;255,3;458;49,6;88,4;93,4;267,9;465;50,4;82,6;88,4;242,8;
Sollentuna;Kommunal;707;84,2;90,1;252,7;341;48,2;87,7;93,5;266,6;366;51,8;80,9;86,9;239,6;
Sollentuna;Enskild;216;89,8;93,5;263,8;117;54,2;90,6;93,2;271,7;99;45,8;88,9;93,9;254,4;
Solna;Samtliga;442;72,2;84,4;227,8;197;44,6;75,1;89,3;246,1;245;55,4;69,8;80,4;213,1;
Solna;Kommunal;284;71,5;84,9;223,5;123;43,3;78,0;94,3;248,3;161;56,7;66,5;77,6;204,2;
Solna;Enskild;158;73,4;83,5;235,7;74;46,8;70,3;81,1;242,2;84;53,2;76,2;85,7;230,1;
Sorsele;Samtliga;34;70,6;82,4;216,0;16;47,1;75,0;~100;233,8;18;52,9;66,7;~100;200,1;
Sorsele;Kommunal;34;70,6;82,4;216,0;16;47,1;75,0;~100;233,8;18;52,9;66,7;~100;200,1;
Sotenäs;Samtliga;96;66,7;79,2;197,8;43;44,8;81,4;86,0;232,4;53;55,2;54,7;73,6;169,2;
Sotenäs;Kommunal;96;66,7;79,2;197,8;43;44,8;81,4;86,0;232,4;53;55,2;54,7;73,6;169,2;
Staffanstorp;Samtliga;296;83,4;89,5;239,5;133;44,9;84,2;90,2;255,2;163;55,1;82,8;89,0;226,6;
Staffanstorp;Kommunal;296;83,4;89,5;239,5;133;44,9;84,2;90,2;255,2;163;55,1;82,8;89,0;226,6;
Stenungsund;Samtliga;300;73,0;81,0;217,8;151;50,3;77,5;84,1;238,3;149;49,7;68,5;77,9;197,2;
Stenungsund;Kommunal;285;73,3;81,4;217,8;141;49,5;78,7;85,1;239,7;144;50,5;68,1;77,8;196,4;
Stenungsund;Enskild;15;66,7;~100;217,7;..;..;..;..;..;..;..;..;..;..;
Stockholm;Samtliga;8 994;79,7;86,9;247,0;4 346;48,3;83,7;89,9;263,2;4 648;51,7;75,9;84,2;231,8;
Stockholm;Kommunal;5 778;78,4;84,7;241,8;2 641;45,7;83,2;89,0;260,5;3 137;54,3;74,4;81,1;225,9;
Stockholm;Enskild;3 216;82,1;91,2;256,8;1 705;53,0;84,7;91,4;267,7;1 511;47,0;79,2;90,9;244,4;
Storfors;Samtliga;65;89,2;~100;231,2;35;53,8;94,3;~100;247,9;30;46,2;83,3;~100;211,8;
Storfors;Kommunal;47;85,1;~100;219,6;26;55,3;92,3;~100;245,4;21;44,7;76,2;~100;187,6;
Storfors;Enskild;18;100,0;100,0;261,5;..;..;..;..;..;..;..;..;..;..;
Storuman;Samtliga;62;58,1;66,1;209,0;26;41,9;73,1;~100;238,5;36;58,1;47,2;52,8;181,7;
Storuman;Kommunal;62;58,1;66,1;209,0;26;41,9;73,1;~100;238,5;36;58,1;47,2;52,8;181,7;
Strängnäs;Samtliga;408;77,0;87,3;232,2;213;52,2;81,7;89,7;246,7;195;47,8;71,8;84,6;215,9;
Strängnäs;Kommunal;224;67,9;80,8;211,7;108;48,2;72,2;83,3;224,3;116;51,8;63,8;78,4;199,4;
Strängnäs;Enskild;184;88,0;95,1;256,5;105;57,1;91,4;~100;269,6;79;42,9;83,5;93,7;239,0;
Strömstad;Samtliga;134;67,9;79,1;222,7;61;45,5;75,4;82,0;246,7;73;54,5;61,6;76,7;203,0;
Strömstad;Kommunal;134;67,9;79,1;222,7;61;45,5;75,4;82,0;246,7;73;54,5;61,6;76,7;203,0;
Strömsund;Samtliga;130;67,7;78,5;201,7;64;49,2;87,5;~100;241,6;66;50,8;48,5;60,6;162,5;
Strömsund;Kommunal;130;67,7;78,5;201,7;64;49,2;87,5;~100;241,6;66;50,8;48,5;60,6;162,5;
Sundbyberg;Samtliga;309;68,6;82,2;231,8;165;53,4;69,7;83,0;245,8;144;46,6;67,4;81,3;215,8;
Sundbyberg;Kommunal;163;57,1;73,6;216,5;80;49,1;56,3;72,5;228,9;83;50,9;57,8;74,7;204,6;
Sundbyberg;Enskild;146;81,5;91,8;248,6;85;58,2;82,4;92,9;261,3;61;41,8;80,3;90,2;230,8;
Sundsvall;Samtliga;1 086;73,6;81,6;218,7;518;47,7;76,4;84,4;229,4;568;52,3;71,0;79,0;208,9;
Sundsvall;Kommunal;747;64,9;75,0;202,5;354;47,4;69,5;79,1;214,0;393;52,6;60,8;71,2;192,1;
Sundsvall;Enskild;339;92,6;96,2;254,1;164;48,4;91,5;95,7;262,6;175;51,6;93,7;96,6;246,0;
Sunne;Samtliga;145;62,8;74,5;206,8;67;46,2;79,1;83,6;230,6;78;53,8;48,7;66,7;185,4;
Sunne;Kommunal;145;62,8;74,5;206,8;67;46,2;79,1;83,6;230,6;78;53,8;48,7;66,7;185,4;
Surahammar;Samtliga;97;72,2;87,6;215,5;46;47,4;84,8;~100;238,3;51;52,6;60,8;82,4;194,9;
Surahammar;Kommunal;97;72,2;87,6;215,5;46;47,4;84,8;~100;238,3;51;52,6;60,8;82,4;194,9;
Svalöv;Samtliga;154;63,6;74,0;201,6;72;46,8;61,1;72,2;211,7;82;53,2;65,9;75,6;192,7;
Svalöv;Kommunal;114;63,2;72,8;200,7;54;47,4;63,0;72,2;211,8;60;52,6;63,3;73,3;190,7;
Svalöv;Enskild;40;65,0;77,5;204,0;18;45,0;55,6;72,2;211,3;22;55,0;72,7;~100;198,1;
Svedala;Samtliga;254;85,8;92,1;233,8;125;49,2;89,6;95,2;252,5;129;50,8;82,2;89,1;215,6;
Svedala;Kommunal;254;85,8;92,1;233,8;125;49,2;89,6;95,2;252,5;129;50,8;82,2;89,1;215,6;
Svenljunga;Samtliga;145;53,8;74,5;193,2;60;41,4;65,0;83,3;225,5;85;58,6;45,9;68,2;170,6;
Svenljunga;Kommunal;145;53,8;74,5;193,2;60;41,4;65,0;83,3;225,5;85;58,6;45,9;68,2;170,6;
Säffle;Samtliga;195;63,6;76,9;207,3;99;50,8;69,7;83,8;222,2;96;49,2;57,3;69,8;191,2;
Säffle;Kommunal;195;63,6;76,9;207,3;99;50,8;69,7;83,8;222,2;96;49,2;57,3;69,8;191,2;
Säter;Samtliga;89;74,2;83,1;208,9;35;39,3;82,9;~100;217,9;54;60,7;68,5;79,6;202,6;
Säter;Kommunal;89;74,2;83,1;208,9;35;39,3;82,9;~100;217,9;54;60,7;68,5;79,6;202,6;
Sävsjö;Samtliga;127;66,1;73,2;204,8;57;44,9;75,4;86,0;231,3;70;55,1;58,6;62,9;182,3;
Sävsjö;Kommunal;124;66,9;74,2;205,5;55;44,4;78,2;89,1;235,2;69;55,6;58,0;62,3;180,8;
Sävsjö;Enskild;..;..;..;..;..;..;.;.;..;..;..;..;..;..;
Söderhamn;Samtliga;282;68,1;77,7;206,2;119;42,2;71,4;82,4;219,5;163;57,8;65,6;74,2;196,7;
Söderhamn;Kommunal;272;69,5;79,0;206,3;112;41,2;75,0;86,6;220,4;160;58,8;65,6;73,8;196,2;
Söderhamn;Enskild;10;..;..;..;..;..;..;..;..;..;..;..;..;..;
Söderköping;Samtliga;164;74,4;81,1;216,6;82;50,0;82,9;90,2;243,3;82;50,0;65,9;72,0;189,3;
Söderköping;Kommunal;149;73,8;80,5;214,2;69;46,3;81,2;88,4;239,3;80;53,7;67,5;73,8;192,1;
Söderköping;Enskild;15;80,0;~100;239,7;..;..;92,3;100,0;263,7;..;..;.;.;..;
Södertälje;Samtliga;1 056;72,0;83,3;224,2;519;49,1;74,8;85,0;232,1;537;50,9;69,3;81,8;216,5;
Södertälje;Kommunal;819;68,0;81,3;217,6;417;50,9;71,5;83,2;227,1;402;49,1;64,4;79,4;207,7;
Södertälje;Enskild;237;85,7;90,3;247,3;102;43,0;88,2;92,2;252,6;135;57,0;83,7;88,9;243,2;
Sölvesborg;Samtliga;177;75,1;80,8;216,3;88;49,7;81,8;87,5;233,2;89;50,3;68,5;74,2;199,1;
Sölvesborg;Kommunal;177;75,1;80,8;216,3;88;49,7;81,8;87,5;233,2;89;50,3;68,5;74,2;199,1;
Tanum;Samtliga;122;68,0;78,7;201,7;61;50,0;82,0;86,9;229,5;61;50,0;54,1;70,5;173,4;
Tanum;Kommunal;122;68,0;78,7;201,7;61;50,0;82,0;86,9;229,5;61;50,0;54,1;70,5;173,4;
Tibro;Samtliga;119;63,0;75,6;202,3;58;48,7;72,4;84,5;217,5;61;51,3;54,1;67,2;187,2;
Tibro;Kommunal;119;63,0;75,6;202,3;58;48,7;72,4;84,5;217,5;61;51,3;54,1;67,2;187,2;
Tidaholm;Samtliga;138;79,7;94,2;218,2;60;43,5;86,7;~100;235,2;78;56,5;74,4;92,3;205,1;
Tidaholm;Kommunal;138;79,7;94,2;218,2;60;43,5;86,7;~100;235,2;78;56,5;74,4;92,3;205,1;
Tierp;Samtliga;180;68,3;77,8;205,8;87;48,3;80,5;86,2;239,3;93;51,7;57,0;69,9;174,1;
Tierp;Kommunal;180;68,3;77,8;205,8;87;48,3;80,5;86,2;239,3;93;51,7;57,0;69,9;174,1;
Timrå;Samtliga;202;73,3;83,7;206,2;87;43,1;79,3;88,5;230,5;115;56,9;68,7;80,0;187,6;
Timrå;Kommunal;202;73,3;83,7;206,2;87;43,1;79,3;88,5;230,5;115;56,9;68,7;80,0;187,6;
Tingsryd;Samtliga;137;59,9;71,5;189,7;64;46,7;70,3;81,3;220,5;73;53,3;50,7;63,0;163,6;
Tingsryd;Kommunal;107;57,0;67,3;185,9;49;45,8;71,4;79,6;219,5;58;54,2;44,8;56,9;158,0;
Tingsryd;Enskild;30;70,0;~100;203,9;15;50,0;66,7;~100;223,9;15;50,0;73,3;~100;185,2;
Tjörn;Samtliga;154;79,2;81,8;221,6;67;43,5;80,6;85,1;235,6;87;56,5;78,2;79,3;210,7;
Tjörn;Kommunal;154;79,2;81,8;221,6;67;43,5;80,6;85,1;235,6;87;56,5;78,2;79,3;210,7;
Tomelilla;Samtliga;113;58,4;71,7;201,4;53;46,9;56,6;66,0;211,7;60;53,1;60,0;76,7;192,3;
Tomelilla;Kommunal;113;58,4;71,7;201,4;53;46,9;56,6;66,0;211,7;60;53,1;60,0;76,7;192,3;
Torsby;Samtliga;136;77,9;85,3;230,3;66;48,5;86,4;90,9;250,5;70;51,5;70,0;80,0;211,6;
Torsby;Kommunal;136;77,9;85,3;230,3;66;48,5;86,4;90,9;250,5;70;51,5;70,0;80,0;211,6;
Torsås;Samtliga;76;77,6;85,5;213,7;37;48,7;83,8;~100;244,5;39;51,3;71,8;82,1;184,5;
Torsås;Kommunal;76;77,6;85,5;213,7;37;48,7;83,8;~100;244,5;39;51,3;71,8;82,1;184,5;
Tranemo;Samtliga;131;63,4;76,3;205,9;57;43,5;70,2;77,2;230,1;74;56,5;58,1;75,7;187,3;
Tranemo;Kommunal;131;63,4;76,3;205,9;57;43,5;70,2;77,2;230,1;74;56,5;58,1;75,7;187,3;
Tranås;Samtliga;224;76,3;81,7;217,8;95;42,4;80,0;85,3;227,1;129;57,6;73,6;79,1;211,0;
Tranås;Kommunal;224;76,3;81,7;217,8;95;42,4;80,0;85,3;227,1;129;57,6;73,6;79,1;211,0;
Trelleborg;Samtliga;458;77,3;85,4;233,4;203;44,3;83,7;90,6;255,0;255;55,7;72,2;81,2;216,2;
Trelleborg;Kommunal;405;76,5;84,7;231,2;172;42,5;83,1;90,7;253,0;233;57,5;71,7;80,3;215,0;
Trelleborg;Enskild;53;83,0;90,6;251,0;31;58,5;87,1;~100;266,1;22;41,5;77,3;~100;229,5;
Trollhättan;Samtliga;743;71,3;80,3;222,4;356;47,9;72,2;81,7;234,5;387;52,1;70,5;79,1;211,2;
Trollhättan;Kommunal;624;69,1;78,5;219,9;299;47,9;71,2;80,6;235,0;325;52,1;67,1;76,6;205,8;
Trollhättan;Enskild;119;83,2;89,9;235,7;57;47,9;77,2;87,7;232,1;62;52,1;88,7;91,9;239,0;
Trosa;Samtliga;148;75,0;86,5;225,4;78;52,7;70,5;87,2;231,3;70;47,3;80,0;85,7;218,8;
Trosa;Kommunal;148;75,0;86,5;225,4;78;52,7;70,5;87,2;231,3;70;47,3;80,0;85,7;218,8;
Tyresö;Samtliga;544;74,8;84,0;231,6;251;46,1;82,5;89,6;252,0;293;53,9;68,3;79,2;213,7;
Tyresö;Kommunal;485;73,8;82,9;226,0;221;45,6;82,4;89,1;247,5;264;54,4;66,7;77,7;207,7;
Tyresö;Enskild;59;83,1;~100;277,0;30;50,8;83,3;~100;284,8;29;49,2;82,8;~100;268,7;
Täby;Samtliga;1 149;88,4;92,8;261,7;558;48,6;91,4;94,8;276,7;591;51,4;85,6;90,9;247,4;
Täby;Kommunal;463;87,0;90,7;253,6;194;41,9;91,8;93,3;270,7;269;58,1;83,6;88,8;241,3;
Täby;Enskild;686;89,4;94,2;267,1;364;53,1;91,2;95,6;279,9;322;46,9;87,3;92,5;252,5;
Töreboda;Samtliga;94;57,4;63,8;186,2;48;51,1;62,5;70,8;212,0;46;48,9;52,2;56,5;159,8;
Töreboda;Kommunal;94;57,4;63,8;186,2;48;51,1;62,5;70,8;212,0;46;48,9;52,2;56,5;159,8;
Uddevalla;Samtliga;608;69,4;81,4;208,0;281;46,2;72,6;83,3;219,4;327;53,8;66,7;79,8;198,1;
Uddevalla;Kommunal;516;69,0;81,2;205,2;236;45,7;72,5;83,9;218,6;280;54,3;66,1;78,9;193,7;
Uddevalla;Enskild;92;71,7;82,6;224,2;45;48,9;73,3;80,0;223,8;47;51,1;70,2;85,1;224,5;
Ulricehamn;Samtliga;251;63,7;76,9;211,4;120;47,8;65,8;79,2;228,8;131;52,2;61,8;74,8;194,7;
Ulricehamn;Kommunal;251;63,7;76,9;211,4;120;47,8;65,8;79,2;228,8;131;52,2;61,8;74,8;194,7;
Umeå;Samtliga;1 219;79,7;88,0;231,1;594;48,7;83,5;90,6;248,7;625;51,3;76,2;85,6;214,2;
Umeå;Kommunal;962;79,0;87,0;229,2;465;48,3;83,2;90,1;246,8;497;51,7;75,1;84,1;212,4;
Umeå;Enskild;257;82,5;91,8;238,2;129;50,2;84,5;92,2;255,7;128;49,8;80,5;91,4;220,7;
Upplands Väsby;Samtliga;482;72,6;80,9;232,5;217;45,0;78,8;87,1;248,5;265;55,0;67,5;75,8;218,4;
Upplands Väsby;Kommunal;295;65,1;75,6;222,6;122;41,4;70,5;82,0;236,8;173;58,6;61,3;71,1;211,4;
Upplands Väsby;Enskild;187;84,5;89,3;247,3;95;50,8;89,5;93,7;263,6;92;49,2;79,3;84,8;230,3;
Upplands-Bro;Samtliga;277;79,8;88,4;234,9;124;44,8;85,5;89,5;254,9;153;55,2;75,2;87,6;218,6;
Upplands-Bro;Kommunal;261;80,5;88,5;234,6;115;44,1;87,0;90,4;257,3;146;55,9;75,3;87,0;216,6;
Upplands-Bro;Enskild;16;68,8;~100;238,8;..;..;..;..;..;..;..;..;..;..;
Uppsala;Samtliga;2 321;75,3;83,7;232,4;1 103;47,5;82,0;88,4;249,2;1 218;52,5;69,2;79,5;217,0;
Uppsala;Kommunal;1 603;69,2;78,5;221,3;717;44,7;78,2;84,7;241,1;886;55,3;61,9;73,6;204,9;
Uppsala;Enskild;718;88,9;95,3;256,6;386;53,8;88,9;95,3;263,9;332;46,2;88,9;95,2;248,1;
Uppvidinge;Samtliga;121;66,1;71,9;204,9;49;40,5;77,6;77,6;225,5;72;59,5;58,3;68,1;190,8;
Uppvidinge;Kommunal;121;66,1;71,9;204,9;49;40,5;77,6;77,6;225,5;72;59,5;58,3;68,1;190,8;
Vadstena;Samtliga;71;78,9;84,5;233,0;33;46,5;84,8;~100;253,3;38;53,5;73,7;81,6;215,4;
Vadstena;Kommunal;71;78,9;84,5;233,0;33;46,5;84,8;~100;253,3;38;53,5;73,7;81,6;215,4;
Vaggeryd;Samtliga;169;60,9;68,6;199,6;76;45,0;71,1;80,3;229,4;93;55,0;52,7;59,1;175,1;
Vaggeryd;Kommunal;169;60,9;68,6;199,6;76;45,0;71,1;80,3;229,4;93;55,0;52,7;59,1;175,1;
Valdemarsvik;Samtliga;55;80,0;90,9;219,3;21;38,2;76,2;100,0;238,1;34;61,8;82,4;85,3;207,6;
Valdemarsvik;Kommunal;55;80,0;90,9;219,3;21;38,2;76,2;100,0;238,1;34;61,8;82,4;85,3;207,6;
Vallentuna;Samtliga;338;80,2;88,2;227,8;167;49,4;82,6;88,6;243,1;171;50,6;77,8;87,7;212,8;
Vallentuna;Kommunal;253;77,9;87,0;222,2;118;46,6;80,5;88,1;236,1;135;53,4;75,6;85,9;210,1;
Vallentuna;Enskild;85;87,1;91,8;244,5;49;57,6;87,8;89,8;260,6;36;42,4;86,1;~100;223,1;
Vansbro;Samtliga;103;57,3;66,0;188,9;44;42,7;72,7;77,3;212,7;59;57,3;45,8;57,6;171,1;
Vansbro;Kommunal;103;57,3;66,0;188,9;44;42,7;72,7;77,3;212,7;59;57,3;45,8;57,6;171,1;
Vara;Samtliga;187;65,8;81,3;211,6;89;47,6;68,5;83,1;231,3;98;52,4;63,3;79,6;194,1;
Vara;Kommunal;187;65,8;81,3;211,6;89;47,6;68,5;83,1;231,3;98;52,4;63,3;79,6;194,1;
Varberg;Samtliga;664;79,5;85,4;227,4;305;45,9;84,3;88,2;240,7;359;54,1;75,5;83,0;216,0;
Varberg;Kommunal;625;78,9;84,6;226,4;285;45,6;83,2;87,4;239,6;340;54,4;75,3;82,4;215,2;
Varberg;Enskild;39;89,7;~100;243,4;20;51,3;100,0;100,0;255,8;19;48,7;78,9;~100;230,4;
Vaxholm;Samtliga;120;84,2;94,2;241,3;63;52,5;87,3;~100;253,4;57;47,5;80,7;~100;228,2;
Vaxholm;Kommunal;120;84,2;94,2;241,3;63;52,5;87,3;~100;253,4;57;47,5;80,7;~100;228,2;
Vellinge;Samtliga;463;93,3;96,5;257,0;204;44,1;95,1;97,5;268,8;259;55,9;91,9;95,8;247,6;
Vellinge;Kommunal;313;91,4;95,5;255,1;142;45,4;93,7;~100;266,1;171;54,6;89,5;94,2;245,9;
Vellinge;Enskild;150;97,3;~100;260,9;62;41,3;98,4;~100;275,0;88;58,7;96,6;~100;250,9;
Vetlanda;Samtliga;341;69,2;77,4;205,9;156;45,7;76,3;83,3;224,7;185;54,3;63,2;72,4;189,9;
Vetlanda;Kommunal;333;69,4;77,5;206,9;150;45,0;76,7;84,0;227,4;183;55,0;63,4;72,1;190,0;
Vetlanda;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;Samtliga;97;76,3;83,5;216,5;49;50,5;77,6;87,8;226,6;48;49,5;75,0;79,2;206,1;
Vilhelmina;Kommunal;91;76,9;84,6;219,3;48;52,7;77,1;87,5;226,8;43;47,3;76,7;81,4;211,0;
Vilhelmina;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Vimmerby;Samtliga;173;71,7;78,6;212,7;67;38,7;74,6;80,6;229,6;106;61,3;69,8;77,4;201,9;
Vimmerby;Kommunal;173;71,7;78,6;212,7;67;38,7;74,6;80,6;229,6;106;61,3;69,8;77,4;201,9;
Vindeln;Samtliga;52;69,2;88,5;215,0;20;38,5;90,0;100,0;253,4;32;61,5;56,3;81,3;190,2;
Vindeln;Kommunal;52;69,2;88,5;215,0;20;38,5;90,0;100,0;253,4;32;61,5;56,3;81,3;190,2;
Vingåker;Samtliga;101;48,5;59,4;174,6;39;38,6;56,4;61,5;198,6;62;61,4;43,5;58,1;159,2;
Vingåker;Kommunal;101;48,5;59,4;174,6;39;38,6;56,4;61,5;198,6;62;61,4;43,5;58,1;159,2;
Vårgårda;Samtliga;126;63,5;76,2;204,5;47;37,3;76,6;85,1;229,8;79;62,7;55,7;70,9;188,9;
Vårgårda;Kommunal;126;63,5;76,2;204,5;47;37,3;76,6;85,1;229,8;79;62,7;55,7;70,9;188,9;
Vänersborg;Samtliga;438;61,9;77,6;203,3;197;45,0;74,1;83,2;227,3;241;55,0;51,9;73,0;183,5;
Vänersborg;Kommunal;366;55,7;73,8;193,7;161;44,0;70,2;80,1;220,0;205;56,0;44,4;68,8;172,9;
Vänersborg;Enskild;72;93,1;~100;251,0;36;50,0;91,7;~100;259,4;36;50,0;94,4;~100;242,7;
Vännäs;Samtliga;72;72,2;77,8;210,6;40;55,6;60,0;67,5;197,2;32;44,4;87,5;~100;227,4;
Vännäs;Kommunal;72;72,2;77,8;210,6;40;55,6;60,0;67,5;197,2;32;44,4;87,5;~100;227,4;
Värmdö;Samtliga;454;81,5;87,9;233,8;213;46,9;85,0;91,1;252,6;241;53,1;78,4;85,1;217,3;
Värmdö;Kommunal;402;79,4;86,3;227,7;185;46,0;82,7;89,7;246,5;217;54,0;76,5;83,4;211,8;
Värmdö;Enskild;52;98,1;100,0;280,5;28;53,8;100,0;100,0;292,2;24;46,2;95,8;100,0;266,9;
Värnamo;Samtliga;402;78,6;85,3;224,8;177;44,0;83,1;87,6;246,3;225;56,0;75,1;83,6;207,8;
Värnamo;Kommunal;402;78,6;85,3;224,8;177;44,0;83,1;87,6;246,3;225;56,0;75,1;83,6;207,8;
Västervik;Samtliga;352;63,9;71,6;208,4;161;45,7;67,7;75,2;223,7;191;54,3;60,7;68,6;195,5;
Västervik;Kommunal;297;64,3;71,7;206,4;135;45,5;68,9;76,3;224,7;162;54,5;60,5;67,9;191,0;
Västervik;Enskild;55;61,8;70,9;219,0;26;47,3;61,5;69,2;218,3;29;52,7;62,1;72,4;219,7;
Västerås;Samtliga;1 587;68,0;79,6;217,6;748;47,1;73,1;82,8;234,6;839;52,9;63,4;76,8;202,5;
Västerås;Kommunal;1 034;62,6;74,2;202,9;439;42,5;67,7;77,4;220,2;595;57,5;58,8;71,8;190,0;
Västerås;Enskild;553;78,1;89,7;245,1;309;55,9;80,9;90,3;254,9;244;44,1;74,6;88,9;232,7;
Växjö;Samtliga;955;75,2;84,6;225,4;436;45,7;79,4;85,3;241,5;519;54,3;71,7;84,0;211,9;
Växjö;Kommunal;766;71,8;82,4;218,7;357;46,6;77,3;84,3;236,6;409;53,4;67,0;80,7;203,2;
Växjö;Enskild;189;88,9;93,7;252,4;79;41,8;88,6;89,9;263,4;110;58,2;89,1;~100;244,4;
Ydre;Samtliga;43;72,1;72,1;204,2;25;58,1;72,0;72,0;204,1;18;41,9;72,2;72,2;204,4;
Ydre;Kommunal;43;72,1;72,1;204,2;25;58,1;72,0;72,0;204,1;18;41,9;72,2;72,2;204,4;
Ystad;Samtliga;344;85,2;89,8;237,6;155;45,1;88,4;90,3;255,7;189;54,9;82,5;89,4;222,5;
Ystad;Kommunal;256;82,0;87,5;230,3;116;45,3;86,2;87,9;249,3;140;54,7;78,6;87,1;214,2;
Ystad;Enskild;88;94,3;~100;258,4;39;44,3;94,9;~100;274,7;49;55,7;93,9;~100;245,5;
Åmål;Samtliga;137;69,3;81,8;223,2;61;44,5;75,4;83,6;240,9;76;55,5;64,5;80,3;209,0;
Åmål;Kommunal;137;69,3;81,8;223,2;61;44,5;75,4;83,6;240,9;76;55,5;64,5;80,3;209,0;
Ånge;Samtliga;94;68,1;72,3;203,8;48;51,1;75,0;79,2;216,7;46;48,9;60,9;65,2;188,9;
Ånge;Kommunal;87;65,5;70,1;197,7;45;51,7;73,3;77,8;212,5;42;48,3;57,1;61,9;180,2;
Ånge;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Åre;Samtliga;116;66,4;76,7;204,1;51;44,0;70,6;86,3;224,0;65;56,0;63,1;69,2;188,6;
Åre;Kommunal;116;66,4;76,7;204,1;51;44,0;70,6;86,3;224,0;65;56,0;63,1;69,2;188,6;
Årjäng;Samtliga;123;72,4;75,6;193,9;41;33,3;82,9;87,8;220,0;82;66,7;67,1;69,5;180,9;
Årjäng;Kommunal;123;72,4;75,6;193,9;41;33,3;82,9;87,8;220,0;82;66,7;67,1;69,5;180,9;
