Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2017/18

;;Samtliga elever;Samtliga elever;Samtliga elever;Samtliga elever;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Kommun;Typ av huvudman;Antal elever;Andel (%) uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);Antal elever;Andel (%) elever;Andel (%) uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);Antal elever;Andel (%) elever;Andel (%) uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);
Vänersborg;Enskild;73;80,8;89,0;252,4;25;34,2;84,0;~100;282,1;48;65,8;79,2;89,6;237,2;
Vännäs;Samtliga;115;85,2;90,4;229,8;54;47,0;85,2;~100;245,8;61;53,0;85,2;88,5;215,6;
Vännäs;Kommunal;115;85,2;90,4;229,8;54;47,0;85,2;~100;245,8;61;53,0;85,2;88,5;215,6;
Värmdö;Samtliga;497;85,9;90,3;243,2;238;47,9;85,7;89,1;255,5;259;52,1;86,1;91,5;231,9;
Värmdö;Kommunal;447;84,6;89,3;238,8;211;47,2;83,9;87,7;249,1;236;52,8;85,2;90,7;229,7;
Värmdö;Enskild;50;98,0;100,0;281,8;27;54,0;100,0;100,0;305,2;23;46,0;95,7;100,0;254,3;
Värnamo;Samtliga;450;79,1;85,1;223,2;196;43,6;81,6;89,3;243,3;254;56,4;77,2;81,9;207,9;
Värnamo;Kommunal;450;79,1;85,1;223,2;196;43,6;81,6;89,3;243,3;254;56,4;77,2;81,9;207,9;
Västervik;Samtliga;411;70,3;78,8;220,6;182;44,3;71,4;76,9;234,6;229;55,7;69,4;80,3;209,5;
Västervik;Kommunal;351;68,7;77,8;217,4;160;45,6;71,3;76,9;234,7;191;54,4;66,5;78,5;202,9;
Västervik;Enskild;60;80,0;85,0;238,9;22;36,7;72,7;77,3;234,0;38;63,3;84,2;~100;241,8;
Västerås;Samtliga;1 664;71,9;81,9;228,0;822;49,4;74,6;82,4;238,4;842;50,6;69,4;81,5;217,8;
Västerås;Kommunal;1 085;65,2;76,9;214,9;479;44,1;67,2;76,0;224,9;606;55,9;63,5;77,6;207,0;
Västerås;Enskild;579;84,6;91,4;252,4;343;59,2;84,8;91,3;257,1;236;40,8;84,3;91,5;245,5;
Växjö;Samtliga;1 082;76,0;84,3;226,9;513;47,4;80,3;86,4;242,0;569;52,6;72,1;82,4;213,3;
Växjö;Kommunal;858;74,5;83,0;223,8;408;47,6;79,2;85,3;240,2;450;52,4;70,2;80,9;208,9;
Växjö;Enskild;224;81,7;89,3;238,8;105;46,9;84,8;90,5;249,2;119;53,1;79,0;88,2;229,7;
Ydre;Samtliga;45;66,7;71,1;203,9;21;46,7;90,5;~100;246,8;24;53,3;45,8;50,0;166,5;
Ydre;Kommunal;45;66,7;71,1;203,9;21;46,7;90,5;~100;246,8;24;53,3;45,8;50,0;166,5;
Ystad;Samtliga;361;86,4;89,8;243,3;187;51,8;89,8;91,4;261,4;174;48,2;82,8;87,9;223,8;
Ystad;Kommunal;276;85,9;90,2;241,5;138;50,0;89,1;91,3;260,6;138;50,0;82,6;89,1;222,4;
Ystad;Enskild;85;88,2;88,2;249,1;49;57,6;91,8;~100;263,7;36;42,4;83,3;83,3;229,2;
Åmål;Samtliga;161;66,5;78,3;221,0;73;45,3;72,6;83,6;248,2;88;54,7;61,4;73,9;198,7;
Åmål;Kommunal;161;66,5;78,3;221,0;73;45,3;72,6;83,6;248,2;88;54,7;61,4;73,9;198,7;
Ånge;Samtliga;123;61,0;66,7;197,5;47;38,2;70,2;76,6;224,4;76;61,8;55,3;60,5;180,5;
Ånge;Kommunal;108;56,5;63,0;192,5;36;33,3;61,1;69,4;217,1;72;66,7;54,2;59,7;180,0;
Ånge;Enskild;15;93,3;~100;232,3;..;..;100,0;100,0;247,7;..;..;..;..;..;
Åre;Samtliga;133;69,9;81,2;218,0;66;49,6;77,3;84,8;234,6;67;50,4;62,7;77,6;201,9;
Åre;Kommunal;133;69,9;81,2;218,0;66;49,6;77,3;84,8;234,6;67;50,4;62,7;77,6;201,9;
Årjäng;Samtliga;122;78,7;85,2;219,0;51;41,8;80,4;88,2;235,9;71;58,2;77,5;83,1;206,4;
Årjäng;Kommunal;122;78,7;85,2;219,0;51;41,8;80,4;88,2;235,9;71;58,2;77,5;83,1;206,4;
Åsele;Samtliga;29;89,7;~100;228,4;16;55,2;87,5;100,0;241,1;13;44,8;92,3;~100;212,7;
Åsele;Kommunal;29;89,7;~100;228,4;16;55,2;87,5;100,0;241,1;13;44,8;92,3;~100;212,7;
Åstorp;Samtliga;185;69,7;87,0;212,1;77;41,6;79,2;89,6;236,3;108;58,4;63,0;85,2;194,4;
Åstorp;Kommunal;185;69,7;87,0;212,1;77;41,6;79,2;89,6;236,3;108;58,4;63,0;85,2;194,4;
Åtvidaberg;Samtliga;119;78,2;89,1;225,4;57;47,9;77,2;87,7;237,8;62;52,1;79,0;90,3;213,8;
Åtvidaberg;Kommunal;119;78,2;89,1;225,4;57;47,9;77,2;87,7;237,8;62;52,1;79,0;90,3;213,8;
Älmhult;Samtliga;185;70,1;80,2;213,8;85;45,9;74,7;81,3;227,2;100;54,1;66,3;79,3;202,8;
Älmhult;Kommunal;158;66,4;77,1;210,0;75;47,5;70,8;78,5;221,7;83;52,5;62,7;76,0;199,7;
Älmhult;Enskild;27;88,9;~100;233,5;10;37,0;100,0;100,0;262,8;17;63,0;82,4;~100;216,3;
Älvdalen;Samtliga;88;67,0;81,8;202,8;31;35,2;71,0;~100;225,6;57;64,8;64,9;77,2;189,7;
Älvdalen;Kommunal;88;67,0;81,8;202,8;31;35,2;71,0;~100;225,6;57;64,8;64,9;77,2;189,7;
Älvkarleby;Samtliga;117;61,5;76,1;200,2;56;47,9;69,6;73,2;219,2;61;52,1;54,1;78,7;182,7;
Älvkarleby;Kommunal;67;70,1;80,6;213,5;35;52,2;71,4;77,1;218,7;32;47,8;68,8;84,4;207,9;
Älvkarleby;Enskild;50;50,0;70,0;182,3;21;42,0;66,7;66,7;220,1;29;58,0;37,9;72,4;154,8;
Älvsbyn;Samtliga;79;83,5;87,3;214,7;36;45,6;80,6;~100;218,4;43;54,4;86,0;86,0;211,6;
Älvsbyn;Kommunal;79;83,5;87,3;214,7;36;45,6;80,6;~100;218,4;43;54,4;86,0;86,0;211,6;
Ängelholm;Samtliga;442;83,0;89,8;230,5;223;50,5;89,2;93,7;251,0;219;49,5;76,7;85,8;209,6;
Ängelholm;Kommunal;442;83,0;89,8;230,5;223;50,5;89,2;93,7;251,0;219;49,5;76,7;85,8;209,6;
Öckerö;Samtliga;162;82,7;90,1;230,9;72;44,4;93,1;~100;265,3;90;55,6;74,4;84,4;203,8;
Öckerö;Kommunal;145;82,1;89,0;230,6;63;43,4;93,7;~100;270,1;82;56,6;73,2;82,9;200,7;
Öckerö;Enskild;17;88,2;100,0;233,7;..;..;..;..;..;..;..;..;..;..;
Ödeshög;Samtliga;58;58,6;62,1;195,7;22;37,9;50,0;50,0;190,7;36;62,1;63,9;69,4;198,6;
Ödeshög;Kommunal;58;58,6;62,1;195,7;22;37,9;50,0;50,0;190,7;36;62,1;63,9;69,4;198,6;
Örebro;Samtliga;1 657;71,3;80,1;220,6;800;48,3;75,4;82,3;235,7;857;51,7;67,4;78,1;206,4;
Örebro;Kommunal;1 167;65,6;74,8;207,3;533;45,7;69,4;76,0;221,8;634;54,3;62,3;73,8;195,1;
Örebro;Enskild;490;84,9;92,7;251,7;267;54,5;87,3;94,8;262,7;223;45,5;82,1;90,1;238,3;
Örkelljunga;Samtliga;128;71,1;78,9;217,2;60;46,9;76,7;85,0;234,6;68;53,1;66,2;73,5;202,0;
Örkelljunga;Kommunal;115;69,6;77,4;212,7;49;42,6;75,5;83,7;228,1;66;57,4;65,2;72,7;201,4;
Örkelljunga;Enskild;13;84,6;~100;256,0;..;..;..;~100;262,3;..;..;..;..;..;
Örnsköldsvik;Samtliga;597;79,6;83,8;222,7;285;47,7;81,1;83,5;234,0;312;52,3;78,2;84,0;212,5;
Örnsköldsvik;Kommunal;573;80,6;84,3;223,5;276;48,2;81,5;84,1;234,8;297;51,8;79,8;84,5;213,0;
Örnsköldsvik;Enskild;24;54,2;70,8;203,6;..;..;..;..;..;..;..;..;~100;200,4;
Östersund;Samtliga;606;77,2;85,3;226,9;285;47,0;79,6;86,3;240,8;321;53,0;75,1;84,4;214,5;
Östersund;Kommunal;491;74,5;82,7;224,0;231;47,0;77,5;83,5;238,9;260;53,0;71,9;81,9;210,6;
Östersund;Enskild;115;88,7;~100;239,5;54;47,0;88,9;~100;248,7;61;53,0;88,5;~100;231,3;
Österåker;Samtliga;487;85,0;91,0;247,3;217;44,6;87,6;93,1;262,4;270;55,4;83,0;89,3;235,2;
Österåker;Kommunal;377;82,5;90,2;241,2;158;41,9;84,8;92,4;256,1;219;58,1;80,8;88,6;230,5;
Österåker;Enskild;110;93,6;93,6;268,6;59;53,6;94,9;~100;278,9;51;46,4;92,2;~100;256,1;
Östhammar;Samtliga;212;63,2;74,1;205,8;95;44,8;67,4;73,7;225,8;117;55,2;59,8;74,4;189,7;
Östhammar;Kommunal;212;63,2;74,1;205,8;95;44,8;67,4;73,7;225,8;117;55,2;59,8;74,4;189,7;
Östra Göinge;Samtliga;179;58,1;66,5;184,9;76;42,5;69,7;73,7;207,5;103;57,5;49,5;61,2;168,3;
Östra Göinge;Kommunal;154;58,4;66,9;185,0;68;44,2;69,1;72,1;206,9;86;55,8;50,0;62,8;168,0;
Östra Göinge;Enskild;25;56,0;64,0;184,2;..;..;..;..;..;..;..;..;..;170,2;
Överkalix;Samtliga;48;70,8;85,4;206,5;16;33,3;87,5;100,0;245,2;32;66,7;62,5;78,1;186,5;
Överkalix;Kommunal;40;70,0;82,5;207,7;16;40,0;87,5;100,0;245,2;24;60,0;58,3;70,8;181,6;
Överkalix;Enskild;..;..;..;..;..;..;.;.;.;..;..;..;..;..;
Övertorneå;Samtliga;42;54,8;64,3;193,7;20;47,6;65,0;70,0;198,9;22;52,4;45,5;59,1;188,8;
Övertorneå;Kommunal;42;54,8;64,3;193,7;20;47,6;65,0;70,0;198,9;22;52,4;45,5;59,1;188,8;

Rapportbeskrivning och definitioner etc.  
  
Samtliga uppgifter avser elever med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Uppgifterna avser betyg före prövning.
Observera att om uppgiften baseras på färre än 10 elever, dubbelprickas den i tabellerna. Då visas två prickar (..) istället för utfall. Om data saknas visas en prick (.) istället för utfall.
 

Antal elever;Antal elever som har avslutat årskurs 9, dvs elever med slutbetyg såväl från det mål- och kunskapsrelaterade betygssystemet som andra bedömningssystem.;
;Elever som saknar godkänt betyg i alla ämnen, dvs elever som saknar slutbetyg ingår.;
Andel (%) uppnått kunskapskraven i alla ämnen;Andel elever med godkänt betyg i alla ämnen som ingått i elevens utbildning. Andelen beräknas av de elever som fått eller skulle ha fått betyg;
;enligt det mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
Andel (%) behörig yrkesprog.;Andel elever som är behöriga att söka till yrkesprogram. För att en elev ska vara behörig krävs godkänt betyg i ämnena svenska/svenska som andraspråk,;
;engelska och matematik samt i fem ytterligare ämnen, totalt åtta ämnen. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
;Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100.;
Genomsnittligt meritvärde (17);Meritvärdet beräknas som summan av betygsvärdena för de 16 bästa betygen i elevens slutbetyg och för 17 ämnen för elever som läst moderna språk som språkval.;
;Elevens betyg omvandlas till betygsvärderna (E=10, D=12.5, C=15, B=17.5 och A=20) och de bästa 16 ämnena summeras, har eleven godkänt betyg i ;
;modernt språk som språkval är det ett 17:e ämne i meritvärdet. Det högsta möjliga meritvärdet för elever som läst 17 ämnen är 340 och;
;för elever som läst 16 ämnen 320. Även om eleven fått betyg i färre ämnen än 16 kan betyget i moderna språk som språkval läggas till meritvärdet,;
;men då kan eleven inte komma upp i det maximala meritvärdet 340 poäng. Lägsta möjliga värde är 0, dvs. ej godkänt betyg F, underlag saknas (-) eller;
;anpassad studiegång i alla ämnen.;
;Det genomsnittliga meritvärdet beräknas för de elever som fått lägst betyg E i minst ett ämne, meritvärde 10. Elevernas sammanlagda meritvärde divideras;
;med antal elever som fått lägst betyg E i minst ett ämne. Elever som saknar godkänt betyg i alla ämnen, dvs elever som saknar godkänt slutbetyg, ingår ej.;
; ;
;Från och med ansökan till gymnasiet läsåret 2013/14 får de sökande som fått betyg i modernt språk som språkval räkna med det som ett 17:e betyg i meritvärdet,;
;utöver de 16 bästa betygen i övrigt. De elever som ej har godkänt betyg i modernt språk som språkval har meritvärde om max 16 ämnen och ingår i ;
;medelvärdet om 17 ämnen. I SIRIS redovisas genomsnittligt meritvärde för 17 ämnen från och med 2014/15. Att inte motsvarande redovisning fanns 2013/14;
;berodde på att det fanns osäkerhet i insamlingen av slutbetyg i modernt språk som språkval 2013/14.;
Andel (%) elever;Denna statistikuppgift visar andelen elever inom respektive kategori av det totala antalet elever som har uppgift om kön,;
;svensk eller utländsk bakgrund respektive föräldrars utbildningsnivå.;



